Id,Title,Tags,Body,reason
"65505120","cannot access via JS input type FILE","<javascript><html><jquery><ajax><bootstrap-modal>","<p>this might very common question and already browsing for the solutions, however i was wondering why the solutions still not working for me</p>
<p>note : the console.log was BEFORE ajax, so i think this is not the case of ajax</p>
<p>Here's my html code :</p>
<pre><code>&lt;!-- Modal Add Regulation --&gt;
    &lt;div class=&quot;modal hide fade in&quot; id=&quot;modalForm&quot; tabindex=&quot;-1&quot; role=&quot;dialog&quot; aria-labelledby=&quot;modalFormLabel&quot; aria-hidden=&quot;true&quot; data-keyboard=&quot;false&quot; data-backdrop=&quot;static&quot;&gt;
      &lt;div class=&quot;modal-dialog&quot; role=&quot;document&quot;&gt;
        &lt;div class=&quot;modal-content&quot;&gt;
          &lt;div class=&quot;modal-header&quot;&gt;
            &lt;h5 class=&quot;modal-title&quot; id=&quot;modalFormLabel&quot;&gt;Add Regulation&lt;/h5&gt;
            &lt;button type=&quot;button&quot; class=&quot;close&quot; data-dismiss=&quot;modal&quot; aria-label=&quot;Close&quot;&gt;
              &lt;span aria-hidden=&quot;true&quot;&gt;&amp;times;&lt;/span&gt;
            &lt;/button&gt;
          &lt;/div&gt;
          &lt;form action=&quot;#&quot; method=&quot;post&quot; id=&quot;form&quot; enctype=&quot;multipart/form-data&quot;&gt;
          &lt;div class=&quot;modal-body&quot;&gt;
              &lt;div class=&quot;form-group&quot;&gt;
                &lt;div class=&quot;row&quot;&gt;
                    &lt;div class=&quot;col-lg-6&quot;&gt;                  
                        &lt;input hidden=&quot;true&quot; class=&quot;form-control&quot; name=&quot;id&quot; id=&quot;id&quot; readonly&gt;
                    &lt;/div&gt;
                &lt;/div&gt;
              &lt;/div&gt;
              &lt;div class=&quot;form-group&quot;&gt;
                &lt;div class=&quot;row&quot;&gt;
                    &lt;div class=&quot;col-lg-12&quot;&gt;             
                        &lt;label for=&quot;regulation_name&quot;&gt;Regulation Name :&lt;/label&gt;
                        &lt;input type=&quot;text&quot; class=&quot;form-control userInput&quot; id=&quot;regulation_name&quot; name=&quot;regulation_name&quot;&gt;
                        &lt;small class=&quot;form-text text-danger help-block&quot;&gt;&lt;/small&gt;                            
                    &lt;/div&gt;
                &lt;/div&gt;
              &lt;/div&gt;
              &lt;div class=&quot;form-group&quot;&gt;
                &lt;div class=&quot;row&quot;&gt;                                                                   
                    &lt;div class=&quot;col-lg-12&quot;&gt;             
                        &lt;label for=&quot;regulation_type&quot;&gt;Regulation Type :&lt;/label&gt;
                        &lt;input type=&quot;text&quot; class=&quot;form-control userInput&quot; id=&quot;regulation_type&quot; name=&quot;regulation_type&quot;&gt;
                        &lt;small class=&quot;form-text text-danger help-block&quot;&gt;&lt;/small&gt;                            
                    &lt;/div&gt;                                      
                &lt;/div&gt;                  
              &lt;/div&gt;
              &lt;div class=&quot;form-group&quot;&gt;
                &lt;div class=&quot;row&quot;&gt;
                    &lt;div class=&quot;col-lg-9&quot;&gt;
                        &lt;label for=&quot;regulation_number&quot;&gt;Regulation Number :&lt;/label&gt;
                        &lt;input type=&quot;text&quot; class=&quot;form-control userInput&quot; id=&quot;regulation_number&quot; name=&quot;regulation_number&quot;&gt;
                        &lt;small class=&quot;form-text text-danger help-block&quot;&gt;&lt;/small&gt;
                    &lt;/div&gt;
                    &lt;div class=&quot;col-lg-3&quot;&gt;              
                        &lt;label for=&quot;year&quot;&gt;Year :&lt;/label&gt;
                        &lt;select class=&quot;custom-select userInput&quot; id=&quot;year&quot; name=&quot;year&quot;&gt;
                            &lt;?php for ($i=1980; $i &lt;= date('Y'); $i++) :?&gt; 
                                &lt;option value=&quot;&lt;?=$i;?&gt;&quot;&gt;&lt;?=$i;?&gt;&lt;/option&gt;
                            &lt;?php endfor;?&gt;
                        &lt;/select&gt;
                        &lt;small class=&quot;form-text text-danger help-block&quot;&gt;&lt;/small&gt;                            
                    &lt;/div&gt;      
                &lt;/div&gt;              
              &lt;/div&gt;
              &lt;div class=&quot;form-group&quot;&gt;
                &lt;div class=&quot;row&quot;&gt;
                    &lt;div class=&quot;col-lg-9 ml-2&quot;&gt;
                        &lt;div class=&quot;file&quot;&gt;
                          &lt;input type=&quot;text&quot; name=&quot;upload-type&quot; id=&quot;upload-type&quot; value=&quot;regulation&quot; hidden&gt;
                          &lt;input type=&quot;file&quot; class=&quot;custom-file-input userInput&quot; id=&quot;file&quot; name=&quot;file&quot; required&gt;
                          &lt;label class=&quot;custom-file-label&quot; for=&quot;customFile&quot;&gt;Choose file&lt;/label&gt;
                          &lt;small class=&quot;form-text text-danger help-block&quot;&gt;&lt;/small&gt;
                        &lt;/div&gt;
                    &lt;/div&gt;
                &lt;/div&gt;              
              &lt;/div&gt;
          &lt;/div&gt;
          &lt;div class=&quot;modal-footer&quot;&gt;
            &lt;div id=&quot;loadingBar&quot; hidden=&quot;true&quot;&gt;
                &lt;div class=&quot;spinner-grow text-danger&quot; role=&quot;status&quot;&gt;&lt;/div&gt;
                &lt;div class=&quot;spinner-grow text-warning&quot; role=&quot;status&quot;&gt;&lt;/div&gt;
                &lt;div class=&quot;spinner-grow text-success&quot; role=&quot;status&quot;&gt;&lt;/div&gt;             
            &lt;/div&gt;
            &lt;button type=&quot;button&quot; class=&quot;btn btn-primary&quot; onclick=&quot;saveRegulation()&quot; id=&quot;btnSave&quot;&gt;Save&lt;/button&gt;             
          &lt;/div&gt;
          &lt;/form&gt;
        &lt;/div&gt;
      &lt;/div&gt;
    &lt;/div&gt;
</code></pre>
<p>and here's my JS code :</p>
<pre><code>function saveRegulation()
{   
    if(save_method == 'add') {
        url = BASE_URL + &quot;regulation/add_regulation&quot;;
        href = BASE_URL + &quot;regulation/index&quot;;
        $('#btnSave').text('Saving...');
    }
    var data = $('#form').serialize(); 
    console.log(data);

    $('#loadingBar').attr('hidden',false);
    $('#btnSave').attr('disabled',true);

    $.ajax({
        url : url,
        type: &quot;POST&quot;,
        data: $('#form').serialize(),
        dataType: &quot;json&quot;,
        success: function(data)
        {
            if(data.status) //if success close modal and reload ajax table
            {
                $('#loadingBar').attr('hidden',true);
                $('#modal_sto').modal('hide');
                document.location.href = href;
            }
            else
            {
                for (var i = 0; i &lt; data.inputerror.length; i++) 
                {
                    $('[name=&quot;'+data.inputerror[i]+'&quot;]').parent().parent().addClass('has-error'); //select parent twice to select div form-group class and add has-error class
                    $('[name=&quot;'+data.inputerror[i]+'&quot;]').next().text(data.error_string[i]); //select span help-block class set text error string
                }
                if (save_method == 'add') {
                    $('#btnSave').text('Tambah');
                } else if (save_method == 'edit') {
                    $('#btnSave').text('Simpan');
                }
                $('#btnSave').attr('disabled',false);
                $('#loadingBar').attr('hidden',true);
            }

        },

        error: function (jqXHR, textStatus, errorThrown)
        {
            alert('Error adding / update data');
            $('#btnSave').text('save'); //change button text
            $('#btnSave').attr('disabled',false); //set button enable 

        }
    });
}
</code></pre>
<p>The console.log result was something like this :</p>
<pre><code>id=&amp;regulation_name=ABC&amp;regulation_type=DEF&amp;regulation_number=123&amp;year=1980&amp;upload-type=regulation
</code></pre>
<p>I wasn't able to acces the &quot;file&quot; input type, how can i solve this ??
Thanks</p>
","101"
"65505141","Removing rows beginning in certain way","<r>","<p>I have a dataset made out of tweets, and I'd like to remove all retweets.
Retweets are disinguished by having &quot;@username: &quot; at the beginning.</p>
<p>EXAMPLE:</p>
<pre><code>tweets$text[531]
&quot;@Power4All2025: Researchers are testing the viability of electric cooking powered by village mini-grids in a collaboration that includes&lt;U+383C&gt;&lt;U+3E35&gt;&quot;
</code></pre>
","101"
"65505296","How can I add dynamic date into my Swing project?","<java><swing><date><textfield>","<p>I have been working on a cafe management system which has a GUI. I'd like to add a dynamic date to one of my textfiled. I found something like this;</p>
<pre><code>            DateTimeFormatter dtf = DateTimeFormatter.ofPattern(&quot;HH:mm:ss MM/dd/yyyy &quot;); 
            while(true){
                LocalDateTime now = LocalDateTime.now();  
                jTextArea6.setText(dtf.format(now));
            }
</code></pre>
<p>When I try to add that code to my program it doesn't work. It probably happens because of while loop. What do you recommend? I saw some kinda thread issues but many of those posts shared 8-9 years ago.</p>
","101"
"65505327","How the output is decided for printf(""%d %d %d %d"", a++, ++a, a--, --a); when a = 10?","<c><operators><operator-precedence>","<p>I had written a program in C to print different values of <code>a</code></p>
<p>This is the code:</p>
<pre><code>int main(void)
{
    int a = 10;
    printf(&quot;%d %d %d %d&quot;, a++, ++a, a--, --a);
    return 0;
}
</code></pre>
<p>The output is:</p>
<pre><code>9 10 9 10
</code></pre>
<p>But how the output is decided to print like this?</p>
<p>Also how the output will be decided for <code>x</code>, if I use them in the expression as : <code>int x = ++a + ++a;</code> or <code>int x = a++ - --a + a--;</code> or something like this.</p>
<p>Is it something to do with the precedence order or something different is there? Please explain this to me that how the output of these two things are decided?</p>
","101"
"65505412","Process substitution in sh shell without explicit file creation","<bash><shell><sh>","<p>I try to automate gpg keys import. In bash shell I have following line:</p>
<pre><code>$ echo &quot;$KEY_PASSWORD&quot; | gpg --batch --passphrase-fd 0 --yes --import &lt;(echo &quot;$KEY&quot; | base64 -d)
</code></pre>
<p>This is not working in sh shell. How can I pass password and import key in one line in sh shell?</p>
","101"
"65505464","react calculating window sizes wrong on resize","<reactjs><components><resize><window>","<p>here is an example of component resize scenario logic.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>// ... imports

const ComponentName = () =&gt; {

    const [loading, setLoading] = useState(true);
    const [sizes, setSizes] = useState({
        width: 0,
        height: 0,
    });

    const handleResize = useCallback((e) =&gt; {
        const ww = e === undefined ? window.innerWidth : e.target.innerWidth;
        const wh = e === undefined ? window.innerHeight : e.target.innerHeight;
        console.log(""ww: "", ww);
        console.log(""wh: "", wh);
        setSizes({ width: ww, height: wh });
        setLoading(false);
    }, []);

    useLayoutEffect(() =&gt; {
        window.addEventListener(""resize"", handleResize);
        return () =&gt; {
            window.removeEventListener(""resize"", handleResize);
        };
    }, [handleResize]);

    useEffect(() =&gt; {
        let mount = true;

        if (mount &amp;&amp; loading) {
          handleResize();
        }

        return () =&gt; {
          mount = false;
        };
    }, [loading, handleResize]);

    console.log(""sizes: "", sizes.width, "" x "", sizes.height);

    return (
        &lt;div&gt;
          {/* ... render */}
        &lt;/div&gt;
    );
};

export default ComponentName;</code></pre>
</div>
</div>
</p>
<p>then i open developer tools in chrome,
select device and rotate it forward and back.
while rotate back i get wrong size numbers. not equal to actual device sizes.</p>
<p>what can it be and how i can fix this? thx.</p>
","101"
"65505708","A shorthand and brief way to collaps array of objects in PHP","<php>","<p>I have an array like this:</p>
<pre class=""lang-php prettyprint-override""><code>$my_arr = Array (
  [0] =&gt; WP_Term Object (
    [term_id] =&gt; 15
    [name] =&gt; Foo
    [slug] =&gt; foo
    [term_group] =&gt; 0
    [term_taxonomy_id] =&gt; 15
    [taxonomy] =&gt; product_cat
    [description] =&gt; 
    [parent] =&gt; 0
    [count] =&gt; 1
    [filter] =&gt; raw
  ),
  [1] =&gt; WP_Term Object (
    [term_id] =&gt; 16
    [name] =&gt; Bar
    [slug] =&gt; bar
    [term_group] =&gt; 0
    [term_taxonomy_id] =&gt; 16
    [taxonomy] =&gt; product_cat
    [description] =&gt; 
    [parent] =&gt; 0
    [count] =&gt; 1
    [filter] =&gt; raw
  ),
  [2] =&gt; WP_Term Object (
    [term_id] =&gt; 17
    [name] =&gt; Foobar
    [slug] =&gt; foobar
    [term_group] =&gt; 0
    [term_taxonomy_id] =&gt; 17
    [taxonomy] =&gt; product_cat
    [description] =&gt; 
    [parent] =&gt; 0
    [count] =&gt; 1
    [filter] =&gt; raw
  ),
)
</code></pre>
<p>And I'm trying to output:</p>
<pre><code>Foo, Bar, Foobar
</code></pre>
<hr />
<p>A way to get this is to loop through it adding it to an array:</p>
<pre><code>$final_value = [];
foreach( $my_arr as $a ){
  $final_value[] = $a-&gt;name;
}
echo implode( $final_value, ', ' );
</code></pre>
<p>But I catch myself doing this A LOT.</p>
<p>So I was wondering if there was a way that's briefer (it's especially the foreach that annoys my eye)?</p>
<p>Perhaps there's something that is faster as well?</p>
","101"
"65505798","I wanna ask how to change this mysqli code to PDO? other page cannot solve my question","<php><mysqli><pdo>","<p>I am making a search function, and I am not sure how to change this mysqli code to PDO code (Also prevent SQL injection). Hope you guys can help me.</p>
<pre><code>&lt;?php
if(isset($_POST['submit'])) {
    $search = $_POST['search'];

    $query = &quot;SELECT * FROM posts WHERE post_tags LIKE '%$search%'&quot;;
    $search_query = mysqli_query($connection, $query);

    if(!$search_query) {
        die(&quot;QUERY FAILED&quot; . mysqli_error($connection));
    }

    $count = mysqli_num_rows($search_query);
}
?&gt;
</code></pre>
<p>Below is my PDO code:</p>
<pre><code>&lt;?php
$search = $_POST['search'];
$search = &quot;%$search%&quot;;

$sql = 'SELECT * FROM posts WHERE post_tags LIKE :search';
$stmt = $pdo-&gt;prepare($sql);
$stmt-&gt;bindParam(':search', $search);
$stmt-&gt;execute();

if(!$stmt) {
    die(&quot;QUERY FAILED&quot; . $pdo-&gt;errorInfo());
}

$count = $stmt-&gt;fetchColumn();
?&gt;
</code></pre>
","101"
"65505829","Syntax for retrieving elements using data attribute","<javascript><html>","<p>So I found a solution to what I need <a href=""https://stackoverflow.com/questions/13275812/how-to-get-set-and-select-elements-with-data-attributes"">here</a>. The latest updated solution in that thread suggested using this line to retrieve elements by its data attribute:</p>
<pre><code>document.querySelectorAll('[attribute=value]')
</code></pre>
<p>My question: that line hardcodes the <code>value</code> to the syntax. If I need to pass <code>value</code> from a variable, something like :</p>
<pre><code>document.querySelectorAll('[attribute=]' = myVar)
</code></pre>
<p>For example, I want to select all elements with <code>data-genre</code> attribute set to <code>horror</code>. What is the correct syntax? The line below does not work.</p>
<pre><code>let myVar = &quot;horror&quot;
document.querySelectorAll('[data-genre]' = myVar)
</code></pre>
<p>Thanks.</p>
","101"
"65505873","How to read data from text file dragged into site, HTML and JS","<javascript><html><crow>","<p>On my site I want to include a palindrome finder where you can drag in a .txt file and it will give you all the palindromes within it. I am able to read this data and log it in my console, but am unable to use the actual data. When I try to get using jquery it fails because it does not recognize the data as a string. I have included my code for better explanation.</p>
<p>HTML:</p>
<pre><code>&lt;div id=&quot;drop_zone&quot; ondrop=&quot;dropHandler(event);&quot; ondragover=&quot;dragOverHandler(event);&quot;&gt;
</code></pre>
<p>JS:</p>
<pre><code>function dropHandler(ev) {
    console.log('File(s) dropped');
  
    // Prevent default behavior (Prevent file from being opened)
    ev.preventDefault();
  
    if (ev.dataTransfer.files) {
        let files = ev.dataTransfer.files;
        let data = &quot;&quot;;
        file = files[0];
        if(file.type.indexOf(&quot;text&quot;) == 0){
            let reader = new FileReader();
            reader.onload = function(ev){
                data = ev.target.result;
                //console.log(data); GIVES ME CONTENTS OF FILE!
                //console.log(typeof data);
            }
            reader.readAsText(file);
            //console.log(typeof data);
            //$.get(&quot;/palindrome&quot; + data, {}, function response(){
                //console.log(response);
            //});
        }
    }

}
</code></pre>
<p>CPP (I am using Crow backend)</p>
<pre><code>CROW_ROUTE(app, &quot;/palindrome/&lt;string&gt;&quot;)([](string data){
        crow::json::wvalue x;
        x = getPalindromes(data);
        return x;
});


/////////////////////////////
#include &lt;unordered_map&gt;
#include &lt;vector&gt;
#include &lt;algorithm&gt;
#include &quot;crow_all.h&quot;

using namespace std;

//Globally declared map
unordered_map&lt;string, bool&gt; hashmap;

crow::json::wvalue getPalindromes(string data){
    crow::json::wvalue x;
    string word = &quot;&quot;;
    for(int i = 0; i &lt; data.size(); i++){
        if(data[i] == '\n'){
            hashmap.insert({word, true});
            word = &quot;&quot;;
        }
        else{
            word += data[i];
        }
    }
    string temp;
    vector&lt;string&gt; words;
    int numValid = 0;
    for(auto&amp; i: hashmap){
        temp = i.first;
        reverse(temp.begin(), temp.end());
        auto got = hashmap.find(temp);
        if(got != hashmap.end()){
            words.push_back(i.first);
            numValid++;
        }
    }
    x[&quot;words&quot;] = words;
    x[&quot;numValid&quot;] = numValid;
    return x;
}
</code></pre>
","101"
"65505948","Unexpected outcome for negation of True and False using ~","<python><python-3.x><boolean><negation>","<p>Apologies for overexplaining here.</p>
<p>I was trying to see if a string has any digits or not. So I wrote simple code for this, which is:</p>
<pre><code>any(char.isdigit() for char in s)
</code></pre>
<p>Which results in <code>True</code> if any character in the string is a digit and <code>False</code> if <code>None</code> of them are.</p>
<p>Now let's say I wanted False instead of True as the output. That means I want negation of whatever the result is. So I finally found out that all I need is to put <code>not</code> in front of the statement and that solves the problem I am having.</p>
<p>But before I found this, I ended up with some other unexpected results. Such as:</p>
<p>With ~ operator:</p>
<ul>
<li><code>~(any(char.isdigit() for char in s))</code> results to <code>-1</code>, <code>bool</code> expected</li>
<li>So I tried <code>~True</code> to see if that normally works or not, results to <code>-2</code>,
<code>False</code>(bool) expected</li>
<li>Then I tried <code>~False</code>, results to <code>-1</code>, <code>True</code>(bool) expected</li>
</ul>
<p>Not just that, I remembered that <code>!</code> in front of bool value works as well, but here's what I got:</p>
<p><code>!(any(char.isdigit() for char in s))</code> results to error - <code>&quot;for was unexpected at this time.&quot;</code></p>
<p>This type of error I am seeing for the first time ever in Python.</p>
<p>Does anyone have any idea what these -1 and -2 values actually mean? It might be my ignorance of Python's basic concepts. If it's already answered in StackOverflow, can someone point it out to me? I'll delete the question in such a case.</p>
","101"
"65506104","What is a Windows equivalent for SIGUSR1/2 for Go?","<windows><go><process><porting><sigint>","<p>I'm new to porting but I'd like to give it a shot. I have a library which is built for linux and I want to see if I can make it build on Windows in a day.</p>
<p>A part of the problem seems to be the code:</p>
<pre><code>    ch := make(chan os.Signal, 1)
    signal.Notify(ch, syscall.SIGUSR2)
</code></pre>
<p>What would be the simplest way to emulate this process signalling in Windows in Go?</p>
<p>Specifically, I'm looking into what to do with this code <a href=""https://github.com/influxdata/influxdb/blob/ab87c23be6c630754787dcd9113cd86bd6afaaf1/pkg/lifecycle/resource_debug.go#L30"" rel=""nofollow noreferrer"">https://github.com/influxdata/influxdb/blob/ab87c23be6c630754787dcd9113cd86bd6afaaf1/pkg/lifecycle/resource_debug.go#L30</a></p>
<p>Could I maybe use <a href=""https://godoc.org/bitbucket.org/avd/go-ipc/sync#NewEvent"" rel=""nofollow noreferrer"">https://godoc.org/bitbucket.org/avd/go-ipc/sync#NewEvent</a> for this?</p>
","101"
"65506177","CSS: Hover over one link to change the color of the whole navigation","<html><css>","<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>nav a:hover &gt; nav {
  background-color: #FFB1C0;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;nav&gt;
  &lt;ul&gt;
    &lt;li&gt;&lt;a href=""about.html""&gt;About Nike&lt;/a&gt;&lt;/li&gt;
    &lt;li&gt;&lt;a class=""border"" href=""order.html""&gt;Pre-order now&lt;/a&gt;&lt;/li&gt;
  &lt;/ul&gt;
&lt;/nav&gt;</code></pre>
</div>
</div>
</p>
<p>I'm trying change the background color of the whole nav by only hovering over the a element.</p>
","101"
"65506364","How do I get score feature in pygame program?","<python><python-3.x><pygame><collision-detection><pygame-surface>","<p>I have been trying to record score in a variable in a simple game I've been attempting to make.
Score gets incremented when distance between bullet and and alien(enemy in code) is less than a certain value (here, 20 units).</p>
<p>When I hit the alien with the bullet, however, the score does not increment. What do I do?</p>
<pre><code>import pygame
import random
import math

# for initialising pygame (req for every pygame app)
pygame.init()

# making the basic window (dimensions must be written inside a tuple )
screen = pygame.display.set_mode((500, 500))

# background
background = pygame.image.load('C:/Users/aryan/Downloads/background.jpg')

# load and set the logo
logo = pygame.image.load('C:/Users/aryan/Downloads/bp.png')  # directory of logo
pygame.display.set_icon(logo)
pygame.display.set_caption(&quot;space wars&quot;)  # program name

# define a variable to control the main loop
running = True

# player
playerimg = pygame.image.load('C:/Users/aryan/Downloads/spaceship.png')
playerX = 218  # x and y coordinates of image
playerY = 350
playerxchange = 0  # this will be the change in movement in x direction of our image
playerychange = 0  # this will be the change in movement in y direction of our image


def player(x, y):
    screen.blit(playerimg, (x, y))  # blit draws our image on the surface(basically the background)
    # syntax for blit(imagename, (xcoordinate,ycoordinate))


# enemy
enemyimg = pygame.image.load('C:/Users/aryan/Downloads/enemy.png')
enemyX = random.randint(0, 476)
enemyY = 20
enemyxchange = 0.2
enemyychange = 40

# game over
overimg = pygame.image.load('C:/Users/aryan/Downloads/gameover.png')

# bullet
bulletimg = pygame.image.load('C:/Users/aryan/Downloads/bullet.png')
bulletX = 0
bulletY = 350
bulletxchange = 0
bulletychange = 1
bullet_state = &quot;ready&quot;              # &quot;ready&quot; you cant see bullet on screen
                                    # &quot;fire&quot; you can see bullet firing

bullets = []  # Array to store the position of the bullets

score = 0

def enemy(x, y):
    screen.blit(enemyimg, (x, y))  # blit draws our image on the surface(basically the background)
    # syntax for blit(imagename, (xcoordinate,ycoordinate))


def firebullet(x, y):
    global bullet_state
    bullet_state = &quot;ready&quot;
    bullets.append([x + 12, y + 6]) # Creating a new bullet


def iscollision(enemyX, enemyY, bulletX, bulletY):
    distance = math.sqrt(math.pow(enemyX-bulletX, 2)+ math.pow(enemyY-bulletY,2))     # distance formula
    if distance &lt;= 20:
        return True
    else:
        return False



# main loop
while running:
    screen.fill((120, 120, 120))  # in order (r, g, b) . (0, 0, 0) is black (255, 0, 0) is red...
    screen.blit(background, (0, 0))
    # event handling, gets all event from the event queue
    for event in pygame.event.get():
        # only do something if the event is of type QUIT
        if event.type == pygame.QUIT:
            # change the value to False, to exit the main loop
            running = False

        # checking keystroke
        if event.type == pygame.KEYDOWN:
            if event.key == pygame.K_RIGHT:
                playerxchange += 0.2  # change in movement will be 0.2 towards the right
            if event.key == pygame.K_LEFT:
                playerxchange -= 0.2  # change in movement will be 0.2 towards the right
            if event.key == pygame.K_UP:
                playerychange -= 0.2
            if event.key == pygame.K_DOWN:
               playerychange += 0.2
            if event.key == pygame.K_SPACE:
                bullet_state = &quot;fire&quot;
                firebullet(playerX, playerY)
        if event.type == pygame.KEYUP:
            if event.key == pygame.K_LEFT or event.key == pygame.K_RIGHT or event.key == pygame.K_DOWN or event.key == pygame.K_UP:
                playerxchange = 0
                playerychange = 0

    playerY += playerychange
    playerX += playerxchange  # the value of playerx changes by +- 0.1 depending on keystroke

    if playerX &lt;= -64:  # this teleports the spaceship from left end to right end
        playerX = 564
    elif playerX &gt;= 564:  # this teleports spaceship from right end to left
        playerX = -64

    if playerY &gt;= 436:  # this prevents spaceship from leaving vertically
        playerY = 436
    if playerY &lt;= 0:
        playerY = 0

    # enemy movement
    enemyX += enemyxchange

    if enemyY &gt;= 476:
        enemyY = 476
        enemyYchange = 0
        enemyXchange = 0

    if enemyX &lt;= 0:
        enemyxchange = 0.1
        enemyY += enemyychange
    elif enemyX &gt;= 465:
        enemyxchange = -0.1
        enemyY += enemyychange

    # bullet movement
    if bullet_state is &quot;fire&quot;:
        firebullet(playerX, playerY)


    for bullet in bullets:
        screen.blit(bulletimg, (bullet[0], bullet[1]))  # Print a bullet
        bullet[0] -= bulletxchange  # Updates its position
        bullet[1] -= bulletychange
        if bullet[1] &lt; 0:
            bullets.remove(bullet)

    # collision
    collision = iscollision(enemyX, enemyY, bulletX, bulletY)
    if collision:
        score += 1

    player(playerX, playerY)  # player method is called AFTER screen.fill otherwise the screen will fill after image has been blitted
    enemy(enemyX, enemyY)

    pygame.display.update()  # necessary for events to keep updating

</code></pre>
","101"
"65506438","How download Pure Android SDK?","<android><eclipse><android-studio><sdk><ide>","<p>I'm using eclipse and would like to use the Android SDK,. I installed everything correctly. I can create AvD. But I can't start the SDK Manager, when I click to start, displays a screen loading dependencies, but the SDK Manager screen is not displayed. Is this problem and because I am using the SDK folder that was installed by Android Studio ? Does it have any incompatibility with the eclipse? Does anyone know where I can download the pure SDK ?</p>
<p>Does anyone know any famous Android IDE in constant update because my computer has a Dual Core CPU 1.6Ghz.</p>
<p>Thank you</p>
","101"
"65506452","What does something = other_thing or antother_thing?","<python>","<p>I was reading the module subprocess and I reach the following line of code:</p>
<pre><code>self.lpAttributeList = lpAttributeList or {&quot;handle_list&quot;: []}
</code></pre>
<p>Does anyone know what the expression <code>x = y or z</code> mean?</p>
<p>Thanks in advance.</p>
","101"
"65506456","python finding clear numbers in file","<python><regex>","<p>I want to find just numbers in textfile so I made this code</p>
<pre><code>r&quot;[+-]? *(?:\d+(?:\.\d*)?|\.\d+)(?:[eE][+-]?\d+)?&quot;
</code></pre>
<p>but I also get and numbers from string with characters (e.g. my txt file include string a278, and it also find number 278, so I want to not find that kind of numbers)</p>
<p>I want to find just &quot;clear numbers&quot;, not a numbers from string which include char.</p>
","101"
